accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0.5297845602035522,0.5666207075119019,4.2948174476623535,0.2195121943950653,0.6382978558540344,0.8232323527336121,0.5,4.144299507141113,0.0,0.0,9.999999747378752e-05
0.572877049446106,0.6391023397445679,4.135702133178711,0.24871794879436493,0.6879432797431946,0.8232323527336121,0.4533742368221283,4.044351100921631,0.0,0.0,9.999999747378752e-05
0.5703421831130981,0.6333289742469788,4.073795318603516,0.23529411852359772,0.6241135001182556,0.8232323527336121,0.48650309443473816,3.950014352798462,0.0,0.0,9.999999747378752e-05
0.5589353442192078,0.670809268951416,3.9738197326660156,0.24189525842666626,0.6879432797431946,0.8232323527336121,0.5050832629203796,3.8901500701904297,0.0,0.0,9.999999747378752e-05
0.5931559205055237,0.698089063167572,3.8758299350738525,0.2631579041481018,0.7092198729515076,0.17676767706871033,0.5160385370254517,4.0415873527526855,0.17676767706871033,1.0,9.999999747378752e-05
0.6108998656272888,0.7138057351112366,3.794631004333496,0.27445653080940247,0.716312050819397,0.1818181872367859,0.5109553337097168,3.8890748023986816,0.17766498029232025,1.0,9.999999747378752e-05
0.6172370314598083,0.7019963264465332,3.74560546875,0.2732394337654114,0.6879432797431946,0.17676767706871033,0.5219982266426086,3.9082021713256836,0.17676767706871033,1.0,9.999999747378752e-05
0.6324461102485657,0.7385901212692261,3.6441237926483154,0.290140837430954,0.7304964661598206,0.17676767706871033,0.5245398879051208,4.228912830352783,0.17676767706871033,1.0,9.999999747378752e-05
0.624841570854187,0.7385627627372742,3.5770111083984375,0.2853185534477234,0.7304964661598206,0.17676767706871033,0.5341805219650269,4.966635227203369,0.17676767706871033,1.0,9.999999747378752e-05
0.643852949142456,0.7413700222969055,3.5362095832824707,0.3044692873954773,0.7730496525764465,0.17676767706871033,0.5740578174591064,4.709994792938232,0.17676767706871033,1.0,9.999999747378752e-05
0.64512038230896,0.7394163608551025,3.504392623901367,0.2961876690387726,0.716312050819397,0.17676767706871033,0.6127958297729492,6.286633491516113,0.17676767706871033,1.0,9.999999747378752e-05
0.6514575481414795,0.7542575001716614,3.423035144805908,0.30523255467414856,0.7446808218955994,0.17676767706871033,0.600350558757782,6.69221830368042,0.17676767706871033,1.0,4.999999873689376e-05
0.6286438703536987,0.7326799035072327,3.422351837158203,0.28409090638160706,0.7092198729515076,0.1818181872367859,0.6399649381637573,5.11372184753418,0.17766498029232025,1.0,4.999999873689376e-05
0.6730037927627563,0.7949665188789368,3.3289148807525635,0.32844576239585876,0.7943262457847595,0.17676767706871033,0.6574057936668396,6.835530757904053,0.17676767706871033,1.0,4.999999873689376e-05
0.6628643870353699,0.7736242413520813,3.326634168624878,0.31778424978256226,0.7730496525764465,0.17676767706871033,0.5092024803161621,8.545435905456543,0.17676767706871033,1.0,4.999999873689376e-05
0.6628643870353699,0.7795016169548035,3.2941975593566895,0.3167155385017395,0.7659574747085571,0.631313145160675,0.6740578413009644,3.3839542865753174,0.26249998807907104,0.6000000238418579,4.999999873689376e-05
0.6742712259292603,0.7683762907981873,3.2942121028900146,0.3294117748737335,0.7943262457847595,0.8232323527336121,0.6414548754692078,3.444122552871704,0.0,0.0,4.999999873689376e-05
0.6742712259292603,0.7999628186225891,3.229093551635742,0.33139535784721375,0.8085106611251831,0.8232323527336121,0.6567922830581665,3.216641902923584,0.5,0.08571428805589676,4.999999873689376e-05
0.6501901149749756,0.7666743993759155,3.2469120025634766,0.30878186225891113,0.7730496525764465,0.3484848439693451,0.6651183366775513,3.7787938117980957,0.19078947603702545,0.8285714387893677,4.999999873689376e-05
0.6730037927627563,0.7885528802871704,3.1951711177825928,0.33043476939201355,0.8085106611251831,0.8333333134651184,0.7021034359931946,3.2375876903533936,1.0,0.05714285746216774,4.999999873689376e-05
0.6920152306556702,0.8222736716270447,3.128304958343506,0.3499999940395355,0.8439716100692749,0.7727272510528564,0.6848378777503967,3.1207973957061768,0.3958333432674408,0.5428571701049805,4.999999873689376e-05
0.6793409585952759,0.7917542457580566,3.1508007049560547,0.3313252925872803,0.7801418304443359,0.17676767706871033,0.6902717351913452,5.002321720123291,0.17676767706871033,1.0,4.999999873689376e-05
0.6945500373840332,0.8167629837989807,3.092470169067383,0.34375,0.7801418304443359,0.8131313323974609,0.7003505825996399,2.9934356212615967,0.4375,0.20000000298023224,4.999999873689376e-05
0.6806083917617798,0.794287919998169,3.0970754623413086,0.32923075556755066,0.758865237236023,0.8333333134651184,0.7027169466018677,3.135791778564453,1.0,0.05714285746216774,4.999999873689376e-05
0.6717363595962524,0.7859535813331604,3.099240303039551,0.32335329055786133,0.7659574747085571,0.8333333134651184,0.6936020851135254,3.1494510173797607,1.0,0.05714285746216774,4.999999873689376e-05
0.6983523368835449,0.794287919998169,3.0661633014678955,0.3479623794555664,0.7872340679168701,0.5252525210380554,0.6851008534431458,3.363018274307251,0.2293577939271927,0.7142857313156128,4.999999873689376e-05
0.6742712259292603,0.8040889501571655,3.0373423099517822,0.3294117748737335,0.7943262457847595,0.3181818127632141,0.6911481022834778,3.732712507247925,0.19879518449306488,0.9428571462631226,4.999999873689376e-05
0.6755386590957642,0.7765957713127136,3.049959421157837,0.32198143005371094,0.73758864402771,0.8232323527336121,0.534355878829956,3.6795530319213867,0.0,0.0,4.999999873689376e-05
0.6831431984901428,0.7911741733551025,3.0104055404663086,0.33126935362815857,0.758865237236023,0.8232323527336121,0.658632755279541,3.385876178741455,0.0,0.0,2.499999936844688e-05
0.6996197700500488,0.816089928150177,2.989182233810425,0.349056601524353,0.7872340679168701,0.2222222238779068,0.6957931518554688,4.574788570404053,0.18518517911434174,1.0,2.499999936844688e-05
0.6945500373840332,0.8162047863006592,2.9615652561187744,0.34567901492118835,0.7943262457847595,0.2070707082748413,0.6936898231506348,4.80849027633667,0.1822916716337204,1.0,2.499999936844688e-05
0.7211660146713257,0.8401081562042236,2.9294581413269043,0.3753943145275116,0.8439716100692749,0.4343434274196625,0.714198112487793,3.5121772289276123,0.21897810697555542,0.8571428656578064,2.499999936844688e-05
0.7097591757774353,0.8066445589065552,2.970336437225342,0.3589743673801422,0.7943262457847595,0.631313145160675,0.7206836342811584,3.0923011302948,0.26829269528388977,0.6285714507102966,2.499999936844688e-05
0.6856780648231506,0.8115642070770264,2.9476351737976074,0.3343653380870819,0.7659574747085571,0.38383838534355164,0.7237511277198792,3.633992910385132,0.20805369317531586,0.8857142925262451,1.249999968422344e-05
0.6996197700500488,0.8209657073020935,2.9399702548980713,0.3499999940395355,0.7943262457847595,0.6868686676025391,0.7111306190490723,3.022063970565796,0.2985074520111084,0.5714285969734192,1.249999968422344e-05
0.697084903717041,0.813107430934906,2.937309741973877,0.34876543283462524,0.8014184236526489,0.5909090638160706,0.7089395523071289,3.190443515777588,0.25,0.6571428775787354,1.249999968422344e-05
0.6894803643226624,0.8181419968605042,2.934108018875122,0.34049078822135925,0.7872340679168701,0.8030303120613098,0.7151621580123901,2.836672067642212,0.3888888955116272,0.20000000298023224,1.249999968422344e-05
0.7110266089439392,0.8344442248344421,2.9013757705688477,0.3619047701358795,0.8085106611251831,0.6818181872367859,0.7183172702789307,2.9971816539764404,0.29411765933036804,0.5714285969734192,1.249999968422344e-05
0.6818757653236389,0.8154277801513672,2.91915225982666,0.3391812741756439,0.8226950168609619,0.8333333134651184,0.7085013389587402,3.0619654655456543,1.0,0.05714285746216774,1.249999968422344e-05
0.7021546363830566,0.8156903982162476,2.9246673583984375,0.3531250059604645,0.8014184236526489,0.8333333134651184,0.692112147808075,3.0123672485351562,1.0,0.05714285746216774,1.249999968422344e-05
